subcluster,n,median_nullpos,positive,cohort,resolution
epi_s1,131,0.999,True,Patient16,0.005
epi_s10,2,0.9982500000000001,True,Patient16,0.005
epi_s100,1,0.999,True,Patient16,0.005
epi_s101,1,0.9975,True,Patient16,0.005
epi_s102,1,0.984,True,Patient16,0.005
epi_s103,1,0.9995,True,Patient16,0.005
epi_s104,1,1.0,True,Patient16,0.005
epi_s105,2,0.9955,True,Patient16,0.005
epi_s106,1,0.994,True,Patient16,0.005
epi_s107,2,1.0,True,Patient16,0.005
epi_s108,1,0.9995,True,Patient16,0.005
epi_s109,1,1.0,True,Patient16,0.005
epi_s11,36,1.0,True,Patient16,0.005
epi_s110,1,0.9985,True,Patient16,0.005
epi_s111,1,0.999,True,Patient16,0.005
epi_s112,1,1.0,True,Patient16,0.005
epi_s113,1,0.994,True,Patient16,0.005
epi_s12,227,1.0,True,Patient16,0.005
epi_s13,11,1.0,True,Patient16,0.005
epi_s14,174,1.0,True,Patient16,0.005
epi_s15,67,1.0,True,Patient16,0.005
epi_s16,131,0.994,True,Patient16,0.005
epi_s17,2,1.0,True,Patient16,0.005
epi_s18,13,0.9935,True,Patient16,0.005
epi_s19,58,0.9985,True,Patient16,0.005
epi_s2,79,0.9995,True,Patient16,0.005
epi_s20,65,0.999,True,Patient16,0.005
epi_s21,3,0.9965,True,Patient16,0.005
epi_s22,79,0.9985,True,Patient16,0.005
epi_s23,2,0.85275,False,Patient16,0.005
epi_s24,79,0.9975,True,Patient16,0.005
epi_s25,15,1.0,True,Patient16,0.005
epi_s26,127,1.0,True,Patient16,0.005
epi_s27,134,0.998,True,Patient16,0.005
epi_s28,68,1.0,True,Patient16,0.005
epi_s29,6,1.0,True,Patient16,0.005
epi_s3,382,1.0,True,Patient16,0.005
epi_s30,74,1.0,True,Patient16,0.005
epi_s31,133,1.0,True,Patient16,0.005
epi_s32,153,1.0,True,Patient16,0.005
epi_s33,117,1.0,True,Patient16,0.005
epi_s34,39,1.0,True,Patient16,0.005
epi_s35,76,1.0,True,Patient16,0.005
epi_s36,264,0.9985,True,Patient16,0.005
epi_s37,75,1.0,True,Patient16,0.005
epi_s38,99,1.0,True,Patient16,0.005
epi_s39,93,1.0,True,Patient16,0.005
epi_s4,84,0.9985,True,Patient16,0.005
epi_s40,34,1.0,True,Patient16,0.005
epi_s41,105,0.996,True,Patient16,0.005
epi_s42,108,1.0,True,Patient16,0.005
epi_s43,88,1.0,True,Patient16,0.005
epi_s44,130,1.0,True,Patient16,0.005
epi_s45,52,1.0,True,Patient16,0.005
epi_s46,118,1.0,True,Patient16,0.005
epi_s47,113,0.9995,True,Patient16,0.005
epi_s48,189,1.0,True,Patient16,0.005
epi_s49,54,1.0,True,Patient16,0.005
epi_s5,345,0.293,False,Patient16,0.005
epi_s50,152,0.9995,True,Patient16,0.005
epi_s51,78,1.0,True,Patient16,0.005
epi_s52,42,0.9985,True,Patient16,0.005
epi_s53,56,1.0,True,Patient16,0.005
epi_s54,122,1.0,True,Patient16,0.005
epi_s55,65,1.0,True,Patient16,0.005
epi_s56,72,0.9985,True,Patient16,0.005
epi_s57,55,1.0,True,Patient16,0.005
epi_s58,129,1.0,True,Patient16,0.005
epi_s59,76,1.0,True,Patient16,0.005
epi_s6,63,1.0,True,Patient16,0.005
epi_s60,92,1.0,True,Patient16,0.005
epi_s61,111,1.0,True,Patient16,0.005
epi_s62,49,1.0,True,Patient16,0.005
epi_s63,57,1.0,True,Patient16,0.005
epi_s64,136,0.9985,True,Patient16,0.005
epi_s65,96,1.0,True,Patient16,0.005
epi_s66,42,0.9990000000000001,True,Patient16,0.005
epi_s67,140,1.0,True,Patient16,0.005
epi_s68,77,1.0,True,Patient16,0.005
epi_s69,65,0.9995,True,Patient16,0.005
epi_s7,36,1.0,True,Patient16,0.005
epi_s70,74,0.9995,True,Patient16,0.005
epi_s71,39,0.9965,True,Patient16,0.005
epi_s72,60,1.0,True,Patient16,0.005
epi_s73,99,1.0,True,Patient16,0.005
epi_s74,132,1.0,True,Patient16,0.005
epi_s75,1,1.0,True,Patient16,0.005
epi_s76,88,1.0,True,Patient16,0.005
epi_s77,63,1.0,True,Patient16,0.005
epi_s78,75,0.9985,True,Patient16,0.005
epi_s79,22,1.0,True,Patient16,0.005
epi_s8,146,1.0,True,Patient16,0.005
epi_s80,95,0.9995,True,Patient16,0.005
epi_s81,48,1.0,True,Patient16,0.005
epi_s82,119,0.9995,True,Patient16,0.005
epi_s83,42,1.0,True,Patient16,0.005
epi_s84,55,0.999,True,Patient16,0.005
epi_s85,10,0.99925,True,Patient16,0.005
epi_s86,33,1.0,True,Patient16,0.005
epi_s87,55,1.0,True,Patient16,0.005
epi_s88,42,1.0,True,Patient16,0.005
epi_s89,2,1.0,True,Patient16,0.005
epi_s9,79,0.999,True,Patient16,0.005
epi_s90,36,1.0,True,Patient16,0.005
epi_s91,83,0.999,True,Patient16,0.005
epi_s92,90,0.9985,True,Patient16,0.005
epi_s93,31,1.0,True,Patient16,0.005
epi_s94,26,0.9985,True,Patient16,0.005
epi_s95,46,1.0,True,Patient16,0.005
epi_s96,53,1.0,True,Patient16,0.005
epi_s97,21,1.0,True,Patient16,0.005
epi_s98,1,0.997,True,Patient16,0.005
epi_s99,1,1.0,True,Patient16,0.005
epi_s1,124,0.9995,True,Patient16,0.01
epi_s10,9,1.0,True,Patient16,0.01
epi_s100,19,0.999,True,Patient16,0.01
epi_s101,78,1.0,True,Patient16,0.01
epi_s102,10,1.0,True,Patient16,0.01
epi_s103,29,1.0,True,Patient16,0.01
epi_s104,35,1.0,True,Patient16,0.01
epi_s105,70,0.999,True,Patient16,0.01
epi_s106,41,0.998,True,Patient16,0.01
epi_s107,126,1.0,True,Patient16,0.01
epi_s108,30,0.99775,True,Patient16,0.01
epi_s109,1,1.0,True,Patient16,0.01
epi_s11,30,1.0,True,Patient16,0.01
epi_s110,51,1.0,True,Patient16,0.01
epi_s111,70,1.0,True,Patient16,0.01
epi_s112,10,1.0,True,Patient16,0.01
epi_s113,43,1.0,True,Patient16,0.01
epi_s114,103,0.9985,True,Patient16,0.01
epi_s115,44,1.0,True,Patient16,0.01
epi_s116,81,0.9995,True,Patient16,0.01
epi_s117,51,1.0,True,Patient16,0.01
epi_s118,73,0.9995,True,Patient16,0.01
epi_s119,27,0.9995,True,Patient16,0.01
epi_s12,14,1.0,True,Patient16,0.01
epi_s120,61,0.9975,True,Patient16,0.01
epi_s121,5,0.999,True,Patient16,0.01
epi_s122,33,1.0,True,Patient16,0.01
epi_s123,64,1.0,True,Patient16,0.01
epi_s124,11,1.0,True,Patient16,0.01
epi_s125,50,1.0,True,Patient16,0.01
epi_s126,20,0.99975,True,Patient16,0.01
epi_s127,47,0.999,True,Patient16,0.01
epi_s128,19,0.9965,True,Patient16,0.01
epi_s129,15,1.0,True,Patient16,0.01
epi_s13,33,0.9955,True,Patient16,0.01
epi_s130,71,1.0,True,Patient16,0.01
epi_s131,9,1.0,True,Patient16,0.01
epi_s132,17,1.0,True,Patient16,0.01
epi_s133,46,1.0,True,Patient16,0.01
epi_s134,20,1.0,True,Patient16,0.01
epi_s135,29,1.0,True,Patient16,0.01
epi_s136,3,0.9945,True,Patient16,0.01
epi_s137,55,1.0,True,Patient16,0.01
epi_s138,27,1.0,True,Patient16,0.01
epi_s139,24,0.998,True,Patient16,0.01
epi_s14,11,0.9985,True,Patient16,0.01
epi_s140,20,1.0,True,Patient16,0.01
epi_s141,6,1.0,True,Patient16,0.01
epi_s142,18,0.99575,True,Patient16,0.01
epi_s143,50,0.9982500000000001,True,Patient16,0.01
epi_s144,31,0.9985,True,Patient16,0.01
epi_s145,33,1.0,True,Patient16,0.01
epi_s146,32,1.0,True,Patient16,0.01
epi_s147,51,0.998,True,Patient16,0.01
epi_s148,49,1.0,True,Patient16,0.01
epi_s149,32,0.9985,True,Patient16,0.01
epi_s15,20,0.9895,True,Patient16,0.01
epi_s150,13,0.9995,True,Patient16,0.01
epi_s151,14,1.0,True,Patient16,0.01
epi_s152,30,1.0,True,Patient16,0.01
epi_s153,24,0.9982500000000001,True,Patient16,0.01
epi_s154,16,1.0,True,Patient16,0.01
epi_s155,30,1.0,True,Patient16,0.01
epi_s156,73,0.9985,True,Patient16,0.01
epi_s157,18,1.0,True,Patient16,0.01
epi_s158,28,0.99975,True,Patient16,0.01
epi_s159,13,1.0,True,Patient16,0.01
epi_s16,2,0.99325,True,Patient16,0.01
epi_s160,21,1.0,True,Patient16,0.01
epi_s161,15,1.0,True,Patient16,0.01
epi_s162,51,1.0,True,Patient16,0.01
epi_s163,34,1.0,True,Patient16,0.01
epi_s164,38,1.0,True,Patient16,0.01
epi_s165,27,0.9995,True,Patient16,0.01
epi_s166,70,1.0,True,Patient16,0.01
epi_s167,26,1.0,True,Patient16,0.01
epi_s168,3,1.0,True,Patient16,0.01
epi_s169,17,1.0,True,Patient16,0.01
epi_s17,2,0.9982500000000001,True,Patient16,0.01
epi_s170,16,1.0,True,Patient16,0.01
epi_s171,49,0.9995,True,Patient16,0.01
epi_s172,47,1.0,True,Patient16,0.01
epi_s173,33,0.9995,True,Patient16,0.01
epi_s174,45,1.0,True,Patient16,0.01
epi_s175,22,1.0,True,Patient16,0.01
epi_s176,35,0.998,True,Patient16,0.01
epi_s177,7,1.0,True,Patient16,0.01
epi_s178,16,0.99875,True,Patient16,0.01
epi_s179,13,1.0,True,Patient16,0.01
epi_s18,187,1.0,True,Patient16,0.01
epi_s180,9,1.0,True,Patient16,0.01
epi_s181,20,0.99975,True,Patient16,0.01
epi_s182,2,0.997,True,Patient16,0.01
epi_s183,1,0.9975,True,Patient16,0.01
epi_s184,9,1.0,True,Patient16,0.01
epi_s185,15,1.0,True,Patient16,0.01
epi_s186,3,1.0,True,Patient16,0.01
epi_s187,6,0.99125,True,Patient16,0.01
epi_s188,9,1.0,True,Patient16,0.01
epi_s189,2,1.0,True,Patient16,0.01
epi_s19,49,0.9985,True,Patient16,0.01
epi_s190,1,1.0,True,Patient16,0.01
epi_s191,2,1.0,True,Patient16,0.01
epi_s192,2,0.85275,False,Patient16,0.01
epi_s193,1,1.0,True,Patient16,0.01
epi_s194,4,1.0,True,Patient16,0.01
epi_s195,1,0.9995,True,Patient16,0.01
epi_s196,1,1.0,True,Patient16,0.01
epi_s197,1,0.9985,True,Patient16,0.01
epi_s198,2,0.997,True,Patient16,0.01
epi_s199,1,0.9555,True,Patient16,0.01
epi_s2,69,0.9995,True,Patient16,0.01
epi_s20,15,0.999,True,Patient16,0.01
epi_s200,1,0.994,True,Patient16,0.01
epi_s21,150,1.0,True,Patient16,0.01
epi_s22,12,1.0,True,Patient16,0.01
epi_s23,3,0.999,True,Patient16,0.01
epi_s24,4,0.99975,True,Patient16,0.01
epi_s25,5,1.0,True,Patient16,0.01
epi_s26,103,0.994,True,Patient16,0.01
epi_s27,3,1.0,True,Patient16,0.01
epi_s28,12,1.0,True,Patient16,0.01
epi_s29,51,0.9995,True,Patient16,0.01
epi_s3,157,1.0,True,Patient16,0.01
epi_s30,10,0.99975,True,Patient16,0.01
epi_s31,48,0.9985,True,Patient16,0.01
epi_s32,35,1.0,True,Patient16,0.01
epi_s33,26,0.9982500000000001,True,Patient16,0.01
epi_s34,27,0.9975,True,Patient16,0.01
epi_s35,38,0.9985,True,Patient16,0.01
epi_s36,34,0.99975,True,Patient16,0.01
epi_s37,57,1.0,True,Patient16,0.01
epi_s38,22,0.9985,True,Patient16,0.01
epi_s39,14,0.99975,True,Patient16,0.01
epi_s4,219,1.0,True,Patient16,0.01
epi_s40,77,1.0,True,Patient16,0.01
epi_s41,60,0.9990000000000001,True,Patient16,0.01
epi_s42,45,1.0,True,Patient16,0.01
epi_s43,58,1.0,True,Patient16,0.01
epi_s44,71,1.0,True,Patient16,0.01
epi_s45,19,1.0,True,Patient16,0.01
epi_s46,55,1.0,True,Patient16,0.01
epi_s47,47,1.0,True,Patient16,0.01
epi_s48,132,0.9985,True,Patient16,0.01
epi_s49,55,1.0,True,Patient16,0.01
epi_s5,31,0.995,True,Patient16,0.01
epi_s50,50,1.0,True,Patient16,0.01
epi_s51,42,1.0,True,Patient16,0.01
epi_s52,14,0.99975,True,Patient16,0.01
epi_s53,1,0.9995,True,Patient16,0.01
epi_s54,68,0.991,True,Patient16,0.01
epi_s55,68,1.0,True,Patient16,0.01
epi_s56,95,0.9995,True,Patient16,0.01
epi_s57,20,0.9975,True,Patient16,0.01
epi_s58,50,1.0,True,Patient16,0.01
epi_s59,65,1.0,True,Patient16,0.01
epi_s6,70,0.5315,False,Patient16,0.01
epi_s60,36,1.0,True,Patient16,0.01
epi_s61,26,1.0,True,Patient16,0.01
epi_s62,90,0.9985,True,Patient16,0.01
epi_s63,63,1.0,True,Patient16,0.01
epi_s64,35,0.9975,True,Patient16,0.01
epi_s65,56,1.0,True,Patient16,0.01
epi_s66,37,1.0,True,Patient16,0.01
epi_s67,62,1.0,True,Patient16,0.01
epi_s68,43,0.9985,True,Patient16,0.01
epi_s69,24,0.99875,True,Patient16,0.01
epi_s7,272,0.21825,False,Patient16,0.01
epi_s70,22,1.0,True,Patient16,0.01
epi_s71,58,1.0,True,Patient16,0.01
epi_s72,36,0.9995,True,Patient16,0.01
epi_s73,77,1.0,True,Patient16,0.01
epi_s74,110,0.9995,True,Patient16,0.01
epi_s75,45,1.0,True,Patient16,0.01
epi_s76,68,1.0,True,Patient16,0.01
epi_s77,20,0.99975,True,Patient16,0.01
epi_s78,71,1.0,True,Patient16,0.01
epi_s79,56,1.0,True,Patient16,0.01
epi_s8,48,0.9995,True,Patient16,0.01
epi_s80,88,0.996,True,Patient16,0.01
epi_s81,67,1.0,True,Patient16,0.01
epi_s82,45,0.9995,True,Patient16,0.01
epi_s83,17,0.9965,True,Patient16,0.01
epi_s84,42,0.99975,True,Patient16,0.01
epi_s85,71,1.0,True,Patient16,0.01
epi_s86,23,0.9985,True,Patient16,0.01
epi_s87,57,1.0,True,Patient16,0.01
epi_s88,52,0.99925,True,Patient16,0.01
epi_s89,25,0.996,True,Patient16,0.01
epi_s9,5,0.9995,True,Patient16,0.01
epi_s90,9,1.0,True,Patient16,0.01
epi_s91,79,0.9985,True,Patient16,0.01
epi_s92,38,0.9995,True,Patient16,0.01
epi_s93,46,1.0,True,Patient16,0.01
epi_s94,44,1.0,True,Patient16,0.01
epi_s95,103,1.0,True,Patient16,0.01
epi_s96,71,1.0,True,Patient16,0.01
epi_s97,37,1.0,True,Patient16,0.01
epi_s98,15,1.0,True,Patient16,0.01
epi_s99,74,1.0,True,Patient16,0.01
epi_s1,12,0.99925,True,Patient16,0.02
epi_s10,237,0.182,False,Patient16,0.02
epi_s100,17,0.994,True,Patient16,0.02
epi_s101,29,0.9995,True,Patient16,0.02
epi_s102,36,0.9995,True,Patient16,0.02
epi_s103,39,1.0,True,Patient16,0.02
epi_s104,7,1.0,True,Patient16,0.02
epi_s105,25,1.0,True,Patient16,0.02
epi_s106,21,0.9975,True,Patient16,0.02
epi_s107,30,1.0,True,Patient16,0.02
epi_s108,16,0.9970000000000001,True,Patient16,0.02
epi_s109,5,0.9945,True,Patient16,0.02
epi_s11,72,1.0,True,Patient16,0.02
epi_s110,36,1.0,True,Patient16,0.02
epi_s111,34,1.0,True,Patient16,0.02
epi_s112,56,0.9985,True,Patient16,0.02
epi_s113,14,1.0,True,Patient16,0.02
epi_s114,19,1.0,True,Patient16,0.02
epi_s115,25,1.0,True,Patient16,0.02
epi_s116,25,0.9995,True,Patient16,0.02
epi_s117,17,1.0,True,Patient16,0.02
epi_s118,39,1.0,True,Patient16,0.02
epi_s119,16,1.0,True,Patient16,0.02
epi_s12,24,0.9984999999999999,True,Patient16,0.02
epi_s120,43,1.0,True,Patient16,0.02
epi_s121,18,1.0,True,Patient16,0.02
epi_s122,19,1.0,True,Patient16,0.02
epi_s123,29,1.0,True,Patient16,0.02
epi_s124,36,0.9985,True,Patient16,0.02
epi_s125,9,1.0,True,Patient16,0.02
epi_s126,21,1.0,True,Patient16,0.02
epi_s127,25,0.9985,True,Patient16,0.02
epi_s128,34,1.0,True,Patient16,0.02
epi_s129,33,1.0,True,Patient16,0.02
epi_s13,33,0.9985,True,Patient16,0.02
epi_s130,19,1.0,True,Patient16,0.02
epi_s131,9,1.0,True,Patient16,0.02
epi_s132,18,1.0,True,Patient16,0.02
epi_s133,25,0.9985,True,Patient16,0.02
epi_s134,45,0.9985,True,Patient16,0.02
epi_s135,21,1.0,True,Patient16,0.02
epi_s136,39,0.9985,True,Patient16,0.02
epi_s137,18,1.0,True,Patient16,0.02
epi_s138,30,0.9982500000000001,True,Patient16,0.02
epi_s139,22,1.0,True,Patient16,0.02
epi_s14,16,1.0,True,Patient16,0.02
epi_s140,18,1.0,True,Patient16,0.02
epi_s141,11,0.999,True,Patient16,0.02
epi_s142,57,1.0,True,Patient16,0.02
epi_s143,37,1.0,True,Patient16,0.02
epi_s144,34,0.9985,True,Patient16,0.02
epi_s145,44,1.0,True,Patient16,0.02
epi_s146,17,1.0,True,Patient16,0.02
epi_s147,21,1.0,True,Patient16,0.02
epi_s148,5,1.0,True,Patient16,0.02
epi_s149,42,1.0,True,Patient16,0.02
epi_s15,26,0.9982500000000001,True,Patient16,0.02
epi_s150,50,0.9995,True,Patient16,0.02
epi_s151,23,1.0,True,Patient16,0.02
epi_s152,30,1.0,True,Patient16,0.02
epi_s153,42,1.0,True,Patient16,0.02
epi_s154,53,0.9995,True,Patient16,0.02
epi_s155,81,0.9985,True,Patient16,0.02
epi_s156,34,1.0,True,Patient16,0.02
epi_s157,9,1.0,True,Patient16,0.02
epi_s158,19,0.9965,True,Patient16,0.02
epi_s159,62,0.9985,True,Patient16,0.02
epi_s16,3,0.9925,True,Patient16,0.02
epi_s160,40,1.0,True,Patient16,0.02
epi_s161,37,0.9985,True,Patient16,0.02
epi_s162,39,0.997,True,Patient16,0.02
epi_s163,3,0.999,True,Patient16,0.02
epi_s164,27,1.0,True,Patient16,0.02
epi_s165,9,1.0,True,Patient16,0.02
epi_s166,19,1.0,True,Patient16,0.02
epi_s167,11,0.999,True,Patient16,0.02
epi_s168,62,0.9985,True,Patient16,0.02
epi_s169,33,0.9985,True,Patient16,0.02
epi_s17,4,0.9982500000000001,True,Patient16,0.02
epi_s170,53,1.0,True,Patient16,0.02
epi_s171,52,1.0,True,Patient16,0.02
epi_s172,34,0.99775,True,Patient16,0.02
epi_s173,14,1.0,True,Patient16,0.02
epi_s174,22,1.0,True,Patient16,0.02
epi_s175,20,0.9995,True,Patient16,0.02
epi_s176,4,0.99525,True,Patient16,0.02
epi_s177,3,1.0,True,Patient16,0.02
epi_s178,13,0.9995,True,Patient16,0.02
epi_s179,15,1.0,True,Patient16,0.02
epi_s18,9,1.0,True,Patient16,0.02
epi_s180,84,1.0,True,Patient16,0.02
epi_s181,9,0.9965,True,Patient16,0.02
epi_s182,14,0.996,True,Patient16,0.02
epi_s183,31,1.0,True,Patient16,0.02
epi_s184,13,1.0,True,Patient16,0.02
epi_s185,9,1.0,True,Patient16,0.02
epi_s186,21,1.0,True,Patient16,0.02
epi_s187,23,0.9975,True,Patient16,0.02
epi_s188,21,1.0,True,Patient16,0.02
epi_s189,55,0.9995,True,Patient16,0.02
epi_s19,43,0.9995,True,Patient16,0.02
epi_s190,39,0.9985,True,Patient16,0.02
epi_s191,11,0.998,True,Patient16,0.02
epi_s192,18,0.99325,True,Patient16,0.02
epi_s193,22,1.0,True,Patient16,0.02
epi_s194,6,0.99925,True,Patient16,0.02
epi_s195,30,0.9982500000000001,True,Patient16,0.02
epi_s196,26,1.0,True,Patient16,0.02
epi_s197,18,1.0,True,Patient16,0.02
epi_s198,27,1.0,True,Patient16,0.02
epi_s199,15,1.0,True,Patient16,0.02
epi_s2,56,0.9995,True,Patient16,0.02
epi_s20,5,0.6005,False,Patient16,0.02
epi_s200,1,1.0,True,Patient16,0.02
epi_s201,26,0.9935,True,Patient16,0.02
epi_s202,23,0.999,True,Patient16,0.02
epi_s203,40,1.0,True,Patient16,0.02
epi_s204,15,1.0,True,Patient16,0.02
epi_s205,39,1.0,True,Patient16,0.02
epi_s206,10,1.0,True,Patient16,0.02
epi_s207,10,1.0,True,Patient16,0.02
epi_s208,54,0.9985,True,Patient16,0.02
epi_s209,17,1.0,True,Patient16,0.02
epi_s21,10,0.75125,False,Patient16,0.02
epi_s210,29,1.0,True,Patient16,0.02
epi_s211,44,1.0,True,Patient16,0.02
epi_s212,4,0.99925,True,Patient16,0.02
epi_s213,21,1.0,True,Patient16,0.02
epi_s214,6,0.9995,True,Patient16,0.02
epi_s215,5,1.0,True,Patient16,0.02
epi_s216,34,1.0,True,Patient16,0.02
epi_s217,30,1.0,True,Patient16,0.02
epi_s218,33,1.0,True,Patient16,0.02
epi_s219,19,0.999,True,Patient16,0.02
epi_s22,7,0.9995,True,Patient16,0.02
epi_s220,11,1.0,True,Patient16,0.02
epi_s221,8,1.0,True,Patient16,0.02
epi_s222,31,1.0,True,Patient16,0.02
epi_s223,28,0.99875,True,Patient16,0.02
epi_s224,18,0.9975,True,Patient16,0.02
epi_s225,8,0.99975,True,Patient16,0.02
epi_s226,14,1.0,True,Patient16,0.02
epi_s227,10,1.0,True,Patient16,0.02
epi_s228,23,1.0,True,Patient16,0.02
epi_s229,19,1.0,True,Patient16,0.02
epi_s23,82,1.0,True,Patient16,0.02
epi_s230,19,0.9975,True,Patient16,0.02
epi_s231,23,0.9975,True,Patient16,0.02
epi_s232,14,0.99975,True,Patient16,0.02
epi_s233,9,1.0,True,Patient16,0.02
epi_s234,20,1.0,True,Patient16,0.02
epi_s235,35,1.0,True,Patient16,0.02
