subcluster,n,median_nullpos,positive,cohort,resolution
epi_s86,63,0.1095,False,Patient52,0.005
epi_s87,89,0.133,False,Patient52,0.005
epi_s88,34,0.5567500000000001,False,Patient52,0.005
epi_s89,50,0.6819999999999999,False,Patient52,0.005
epi_s9,40,0.55975,False,Patient52,0.005
epi_s90,48,0.6799999999999999,False,Patient52,0.005
epi_s91,7,0.641,False,Patient52,0.005
epi_s92,93,0.201,False,Patient52,0.005
epi_s93,41,0.2755,False,Patient52,0.005
epi_s94,81,0.741,False,Patient52,0.005
epi_s95,20,0.6659999999999999,False,Patient52,0.005
epi_s96,80,0.6815,False,Patient52,0.005
epi_s97,57,0.1165,False,Patient52,0.005
epi_s98,76,0.31775,False,Patient52,0.005
epi_s99,47,0.626,False,Patient52,0.005
epi_s1,50,0.695,False,Patient52,0.01
epi_s10,18,0.5235000000000001,False,Patient52,0.01
epi_s100,119,0.103,False,Patient52,0.01
epi_s101,2,0.98975,True,Patient52,0.01
epi_s102,13,0.862,False,Patient52,0.01
epi_s103,24,0.1185,False,Patient52,0.01
epi_s104,42,0.6507499999999999,False,Patient52,0.01
epi_s105,48,0.50325,False,Patient52,0.01
epi_s106,8,0.40325,False,Patient52,0.01
epi_s107,14,0.5535,False,Patient52,0.01
epi_s108,6,0.50275,False,Patient52,0.01
epi_s109,25,0.0705,False,Patient52,0.01
epi_s11,27,0.6575,False,Patient52,0.01
epi_s110,73,0.1755,False,Patient52,0.01
epi_s111,25,0.467,False,Patient52,0.01
epi_s112,22,0.319,False,Patient52,0.01
epi_s113,4,0.911,True,Patient52,0.01
epi_s114,39,0.287,False,Patient52,0.01
epi_s115,90,0.1105,False,Patient52,0.01
epi_s116,18,0.7345,False,Patient52,0.01
epi_s117,29,0.8185,False,Patient52,0.01
epi_s118,66,0.583,False,Patient52,0.01
epi_s119,52,0.823,False,Patient52,0.01
epi_s12,58,0.17125,False,Patient52,0.01
epi_s120,14,0.36175,False,Patient52,0.01
epi_s121,40,0.89125,False,Patient52,0.01
epi_s122,52,0.2905,False,Patient52,0.01
epi_s123,100,0.059,False,Patient52,0.01
epi_s124,42,0.05875,False,Patient52,0.01
epi_s125,29,0.6595,False,Patient52,0.01
epi_s126,32,0.73,False,Patient52,0.01
epi_s127,47,0.732,False,Patient52,0.01
epi_s128,22,0.55625,False,Patient52,0.01
epi_s129,5,0.3005,False,Patient52,0.01
epi_s13,62,0.9025,True,Patient52,0.01
epi_s130,12,0.705,False,Patient52,0.01
epi_s131,65,0.3135,False,Patient52,0.01
epi_s132,21,0.549,False,Patient52,0.01
epi_s133,27,0.344,False,Patient52,0.01
epi_s134,43,0.078,False,Patient52,0.01
epi_s135,39,0.821,False,Patient52,0.01
epi_s136,47,0.6855,False,Patient52,0.01
epi_s137,24,0.5845,False,Patient52,0.01
epi_s138,34,0.44875,False,Patient52,0.01
epi_s139,50,0.5795,False,Patient52,0.01
epi_s14,48,0.6305000000000001,False,Patient52,0.01
epi_s140,21,0.575,False,Patient52,0.01
epi_s141,18,0.616,False,Patient52,0.01
epi_s142,42,0.65625,False,Patient52,0.01
epi_s143,25,0.1005,False,Patient52,0.01
epi_s144,30,0.5934999999999999,False,Patient52,0.01
epi_s145,21,0.8285,False,Patient52,0.01
epi_s146,37,0.5385,False,Patient52,0.01
epi_s147,33,0.436,False,Patient52,0.01
epi_s148,8,0.48350000000000004,False,Patient52,0.01
epi_s149,9,0.7345,False,Patient52,0.01
epi_s15,59,0.596,False,Patient52,0.01
epi_s150,53,0.216,False,Patient52,0.01
epi_s151,39,0.271,False,Patient52,0.01
epi_s152,4,0.7905,False,Patient52,0.01
epi_s153,38,0.75425,False,Patient52,0.01
epi_s154,28,0.423,False,Patient52,0.01
epi_s155,15,0.566,False,Patient52,0.01
epi_s156,30,0.331,False,Patient52,0.01
epi_s157,23,0.4065,False,Patient52,0.01
epi_s158,34,0.5515,False,Patient52,0.01
epi_s159,73,0.0715,False,Patient52,0.01
epi_s16,27,0.5505,False,Patient52,0.01
epi_s160,39,0.3985,False,Patient52,0.01
epi_s161,39,0.4745,False,Patient52,0.01
epi_s162,12,0.7005,False,Patient52,0.01
epi_s163,9,0.9225,True,Patient52,0.01
epi_s164,47,0.668,False,Patient52,0.01
epi_s165,32,0.8342499999999999,False,Patient52,0.01
epi_s166,41,0.196,False,Patient52,0.01
epi_s167,16,0.583,False,Patient52,0.01
epi_s168,20,0.495,False,Patient52,0.01
epi_s169,47,0.4295,False,Patient52,0.01
epi_s17,22,0.65525,False,Patient52,0.01
epi_s170,18,0.34625,False,Patient52,0.01
epi_s171,44,0.381,False,Patient52,0.01
epi_s172,26,0.5860000000000001,False,Patient52,0.01
epi_s173,12,0.724,False,Patient52,0.01
epi_s174,30,0.40225,False,Patient52,0.01
epi_s175,138,0.33075,False,Patient52,0.01
epi_s176,30,0.76825,False,Patient52,0.01
epi_s177,130,0.09525,False,Patient52,0.01
epi_s178,27,0.6245,False,Patient52,0.01
epi_s179,18,0.194,False,Patient52,0.01
epi_s18,28,0.635,False,Patient52,0.01
epi_s180,35,0.268,False,Patient52,0.01
epi_s181,11,0.342,False,Patient52,0.01
epi_s182,15,0.4175,False,Patient52,0.01
epi_s183,17,0.3005,False,Patient52,0.01
epi_s184,25,0.6405,False,Patient52,0.01
epi_s185,41,0.3005,False,Patient52,0.01
epi_s186,33,0.861,False,Patient52,0.01
epi_s187,44,0.4135,False,Patient52,0.01
epi_s188,37,0.38,False,Patient52,0.01
epi_s189,50,0.6365,False,Patient52,0.01
epi_s19,47,0.3145,False,Patient52,0.01
epi_s190,42,0.54925,False,Patient52,0.01
epi_s191,17,0.8375,False,Patient52,0.01
epi_s192,47,0.3005,False,Patient52,0.01
epi_s193,62,0.228,False,Patient52,0.01
epi_s194,23,0.6565,False,Patient52,0.01
epi_s195,7,0.4065,False,Patient52,0.01
epi_s196,26,0.4245,False,Patient52,0.01
epi_s197,36,0.20800000000000002,False,Patient52,0.01
epi_s198,51,0.3585,False,Patient52,0.01
epi_s199,13,0.7375,False,Patient52,0.01
epi_s2,39,0.182,False,Patient52,0.01
epi_s20,33,0.517,False,Patient52,0.01
epi_s200,13,0.5745,False,Patient52,0.01
epi_s201,27,0.5885,False,Patient52,0.01
epi_s202,116,0.0605,False,Patient52,0.01
epi_s203,59,0.101,False,Patient52,0.01
epi_s204,22,0.46425,False,Patient52,0.01
epi_s205,118,0.0385,False,Patient52,0.01
epi_s206,30,0.2195,False,Patient52,0.01
epi_s207,23,0.9365,True,Patient52,0.01
epi_s208,18,0.20800000000000002,False,Patient52,0.01
epi_s209,24,0.5035000000000001,False,Patient52,0.01
epi_s21,36,0.176,False,Patient52,0.01
epi_s210,34,0.37375,False,Patient52,0.01
epi_s211,18,0.48775,False,Patient52,0.01
epi_s212,4,0.52875,False,Patient52,0.01
epi_s213,26,0.54725,False,Patient52,0.01
epi_s214,20,0.45275,False,Patient52,0.01
epi_s215,25,0.3855,False,Patient52,0.01
epi_s216,23,0.482,False,Patient52,0.01
epi_s217,21,0.6775,False,Patient52,0.01
epi_s218,1,0.411,False,Patient52,0.01
epi_s219,3,0.7525,False,Patient52,0.01
epi_s22,20,0.6140000000000001,False,Patient52,0.01
epi_s220,17,0.7315,False,Patient52,0.01
epi_s221,10,0.597,False,Patient52,0.01
epi_s222,8,0.41974999999999996,False,Patient52,0.01
epi_s223,13,0.342,False,Patient52,0.01
epi_s224,52,0.078,False,Patient52,0.01
epi_s225,30,0.66825,False,Patient52,0.01
epi_s226,14,0.65525,False,Patient52,0.01
epi_s227,29,0.1585,False,Patient52,0.01
epi_s228,27,0.3235,False,Patient52,0.01
epi_s229,32,0.28,False,Patient52,0.01
epi_s23,42,0.5429999999999999,False,Patient52,0.01
epi_s230,3,0.487,False,Patient52,0.01
epi_s231,28,0.44575,False,Patient52,0.01
epi_s232,74,0.2545,False,Patient52,0.01
epi_s233,16,0.70025,False,Patient52,0.01
epi_s234,37,0.356,False,Patient52,0.01
epi_s235,30,0.54325,False,Patient52,0.01
epi_s236,16,0.3885,False,Patient52,0.01
epi_s237,17,0.4055,False,Patient52,0.01
epi_s238,118,0.0715,False,Patient52,0.01
epi_s239,10,0.35975,False,Patient52,0.01
epi_s24,23,0.771,False,Patient52,0.01
epi_s240,35,0.235,False,Patient52,0.01
epi_s241,3,0.7465,False,Patient52,0.01
epi_s242,34,0.20124999999999998,False,Patient52,0.01
epi_s243,57,0.207,False,Patient52,0.01
epi_s244,5,0.3585,False,Patient52,0.01
epi_s245,2,0.482,False,Patient52,0.01
epi_s246,3,0.91,True,Patient52,0.01
epi_s247,1,0.6865,False,Patient52,0.01
epi_s248,234,0.2005,False,Patient52,0.01
epi_s249,1,0.961,True,Patient52,0.01
epi_s25,73,0.135,False,Patient52,0.01
epi_s250,47,0.307,False,Patient52,0.01
epi_s251,6,0.6174999999999999,False,Patient52,0.01
epi_s252,1,0.4235,False,Patient52,0.01
epi_s253,12,0.238,False,Patient52,0.01
epi_s254,122,0.579,False,Patient52,0.01
epi_s255,19,0.603,False,Patient52,0.01
epi_s256,14,0.41974999999999996,False,Patient52,0.01
epi_s257,1,0.925,True,Patient52,0.01
epi_s258,1,0.2535,False,Patient52,0.01
epi_s259,3,0.273,False,Patient52,0.01
epi_s26,40,0.35175,False,Patient52,0.01
epi_s260,2,0.38925,False,Patient52,0.01
epi_s261,1,0.7255,False,Patient52,0.01
epi_s27,31,0.124,False,Patient52,0.01
epi_s28,33,0.0805,False,Patient52,0.01
epi_s29,38,0.5840000000000001,False,Patient52,0.01
epi_s3,40,0.36,False,Patient52,0.01
epi_s30,53,0.674,False,Patient52,0.01
epi_s31,58,0.107,False,Patient52,0.01
epi_s32,41,0.3005,False,Patient52,0.01
epi_s33,63,0.736,False,Patient52,0.01
epi_s34,45,0.6775,False,Patient52,0.01
epi_s35,34,0.77725,False,Patient52,0.01
epi_s36,51,0.251,False,Patient52,0.01
epi_s37,40,0.228,False,Patient52,0.01
epi_s38,103,0.2375,False,Patient52,0.01
epi_s39,52,0.6020000000000001,False,Patient52,0.01
epi_s4,42,0.503,False,Patient52,0.01
epi_s40,42,0.4385,False,Patient52,0.01
epi_s41,7,0.4335,False,Patient52,0.01
epi_s42,2,0.28675,False,Patient52,0.01
epi_s43,69,0.369,False,Patient52,0.01
epi_s44,45,0.458,False,Patient52,0.01
epi_s45,38,0.6085,False,Patient52,0.01
epi_s46,29,0.689,False,Patient52,0.01
epi_s47,71,0.1005,False,Patient52,0.01
epi_s48,59,0.682,False,Patient52,0.01
epi_s49,60,0.1915,False,Patient52,0.01
epi_s5,95,0.1615,False,Patient52,0.01
epi_s50,35,0.3515,False,Patient52,0.01
epi_s51,51,0.381,False,Patient52,0.01
epi_s52,40,0.30125,False,Patient52,0.01
epi_s53,66,0.03925,False,Patient52,0.01
epi_s54,24,0.565,False,Patient52,0.01
epi_s55,80,0.19225,False,Patient52,0.01
epi_s56,43,0.182,False,Patient52,0.01
epi_s57,41,0.696,False,Patient52,0.01
epi_s58,10,0.33875,False,Patient52,0.01
epi_s59,10,0.7945,False,Patient52,0.01
epi_s6,43,0.506,False,Patient52,0.01
epi_s60,24,0.5145,False,Patient52,0.01
epi_s61,34,0.9672499999999999,True,Patient52,0.01
epi_s62,21,0.4245,False,Patient52,0.01
epi_s63,73,0.7345,False,Patient52,0.01
epi_s64,38,0.45875,False,Patient52,0.01
epi_s65,18,0.78525,False,Patient52,0.01
epi_s66,37,0.592,False,Patient52,0.01
epi_s67,38,0.7835,False,Patient52,0.01
epi_s68,46,0.7525,False,Patient52,0.01
epi_s69,51,0.1945,False,Patient52,0.01
epi_s7,60,0.5515,False,Patient52,0.01
epi_s70,2,0.27949999999999997,False,Patient52,0.01
epi_s71,19,0.4535,False,Patient52,0.01
epi_s72,72,0.69475,False,Patient52,0.01
epi_s73,41,0.4765,False,Patient52,0.01
epi_s74,25,0.888,False,Patient52,0.01
epi_s75,24,0.79525,False,Patient52,0.01
epi_s76,52,0.243,False,Patient52,0.01
epi_s77,50,0.56775,False,Patient52,0.01
epi_s78,41,0.7695,False,Patient52,0.01
epi_s79,46,0.18675,False,Patient52,0.01
epi_s8,44,0.48475,False,Patient52,0.01
epi_s80,42,0.32375,False,Patient52,0.01
epi_s81,26,0.37625,False,Patient52,0.01
epi_s82,93,0.1035,False,Patient52,0.01
epi_s83,26,0.6675,False,Patient52,0.01
epi_s84,30,0.404,False,Patient52,0.01
epi_s85,16,0.7132499999999999,False,Patient52,0.01
epi_s86,19,0.666,False,Patient52,0.01
epi_s87,17,0.7195,False,Patient52,0.01
epi_s88,48,0.485,False,Patient52,0.01
epi_s89,25,0.5845,False,Patient52,0.01
epi_s9,40,0.7045,False,Patient52,0.01
epi_s90,37,0.178,False,Patient52,0.01
epi_s91,32,0.6932499999999999,False,Patient52,0.01
epi_s92,45,0.823,False,Patient52,0.01
epi_s93,24,0.46125000000000005,False,Patient52,0.01
epi_s94,15,0.6865,False,Patient52,0.01
epi_s95,30,0.43274999999999997,False,Patient52,0.01
epi_s96,31,0.6955,False,Patient52,0.01
epi_s97,42,0.8652500000000001,False,Patient52,0.01
epi_s98,29,0.794,False,Patient52,0.01
epi_s99,22,0.86475,False,Patient52,0.01
epi_s1,18,0.748,False,Patient52,0.02
epi_s10,30,0.6287499999999999,False,Patient52,0.02
epi_s100,18,0.73725,False,Patient52,0.02
epi_s101,7,0.6215,False,Patient52,0.02
epi_s102,12,0.529,False,Patient52,0.02
epi_s103,23,0.585,False,Patient52,0.02
epi_s104,15,0.325,False,Patient52,0.02
epi_s105,33,0.1445,False,Patient52,0.02
epi_s106,30,0.45975,False,Patient52,0.02
epi_s107,14,0.84475,False,Patient52,0.02
epi_s108,13,0.942,True,Patient52,0.02
epi_s109,21,0.4475,False,Patient52,0.02
epi_s11,9,0.5475,False,Patient52,0.02
epi_s110,20,0.29725,False,Patient52,0.02
epi_s111,19,0.6495,False,Patient52,0.02
epi_s112,15,0.6875,False,Patient52,0.02
epi_s113,17,0.723,False,Patient52,0.02
epi_s114,25,0.7115,False,Patient52,0.02
epi_s115,24,0.37675000000000003,False,Patient52,0.02
epi_s116,28,0.8927499999999999,False,Patient52,0.02
epi_s117,14,0.83175,False,Patient52,0.02
epi_s118,20,0.8785000000000001,False,Patient52,0.02
epi_s119,11,0.914,True,Patient52,0.02
epi_s12,33,0.648,False,Patient52,0.02
epi_s120,25,0.4245,False,Patient52,0.02
epi_s121,101,0.0995,False,Patient52,0.02
epi_s122,42,0.567,False,Patient52,0.02
epi_s123,48,0.03125,False,Patient52,0.02
epi_s124,42,0.042749999999999996,False,Patient52,0.02
epi_s125,17,0.277,False,Patient52,0.02
epi_s126,21,0.8995,False,Patient52,0.02
epi_s127,22,0.09125,False,Patient52,0.02
epi_s128,33,0.5695,False,Patient52,0.02
epi_s129,14,0.54775,False,Patient52,0.02
epi_s13,20,0.15575,False,Patient52,0.02
epi_s130,16,0.5535,False,Patient52,0.02
epi_s131,4,0.35425,False,Patient52,0.02
epi_s132,6,0.39575,False,Patient52,0.02
epi_s133,14,0.28075,False,Patient52,0.02
epi_s134,16,0.044,False,Patient52,0.02
epi_s135,38,0.0885,False,Patient52,0.02
epi_s136,21,0.514,False,Patient52,0.02
epi_s137,15,0.3115,False,Patient52,0.02
epi_s138,35,0.7175,False,Patient52,0.02
epi_s139,30,0.54,False,Patient52,0.02
epi_s14,50,0.08725,False,Patient52,0.02
epi_s140,4,0.58875,False,Patient52,0.02
epi_s141,5,0.911,True,Patient52,0.02
epi_s142,37,0.26,False,Patient52,0.02
epi_s143,12,0.4645,False,Patient52,0.02
epi_s144,6,0.65525,False,Patient52,0.02
epi_s145,3,0.6035,False,Patient52,0.02
epi_s146,18,0.90675,True,Patient52,0.02
epi_s147,17,0.7715,False,Patient52,0.02
epi_s148,34,0.16325,False,Patient52,0.02
epi_s149,12,0.48975,False,Patient52,0.02
epi_s15,29,0.9025,True,Patient52,0.02
epi_s150,12,0.64325,False,Patient52,0.02
epi_s151,12,0.8635,False,Patient52,0.02
epi_s152,10,0.82375,False,Patient52,0.02
epi_s153,17,0.8265,False,Patient52,0.02
epi_s154,13,0.7695,False,Patient52,0.02
epi_s155,10,0.66125,False,Patient52,0.02
epi_s156,36,0.536,False,Patient52,0.02
epi_s157,34,0.1355,False,Patient52,0.02
epi_s158,16,0.56675,False,Patient52,0.02
epi_s159,12,0.3295,False,Patient52,0.02
epi_s16,35,0.661,False,Patient52,0.02
epi_s160,38,0.06175,False,Patient52,0.02
epi_s161,35,0.044,False,Patient52,0.02
epi_s162,19,0.778,False,Patient52,0.02
epi_s163,5,0.1895,False,Patient52,0.02
epi_s164,14,0.683,False,Patient52,0.02
epi_s165,26,0.7887500000000001,False,Patient52,0.02
epi_s166,32,0.66675,False,Patient52,0.02
epi_s167,42,0.18125000000000002,False,Patient52,0.02
epi_s168,18,0.8532500000000001,False,Patient52,0.02
epi_s169,10,0.64025,False,Patient52,0.02
epi_s17,37,0.585,False,Patient52,0.02
epi_s170,46,0.3,False,Patient52,0.02
epi_s171,26,0.863,False,Patient52,0.02
epi_s172,20,0.5447500000000001,False,Patient52,0.02
epi_s173,5,0.422,False,Patient52,0.02
epi_s174,8,0.33475,False,Patient52,0.02
epi_s175,29,0.6165,False,Patient52,0.02
epi_s176,12,0.5585,False,Patient52,0.02
epi_s177,25,0.3685,False,Patient52,0.02
epi_s178,20,0.64975,False,Patient52,0.02
epi_s179,13,0.575,False,Patient52,0.02
epi_s18,6,0.48225,False,Patient52,0.02
epi_s180,14,0.72,False,Patient52,0.02
epi_s181,4,0.6892499999999999,False,Patient52,0.02
epi_s182,16,0.83675,False,Patient52,0.02
epi_s183,15,0.572,False,Patient52,0.02
epi_s184,29,0.613,False,Patient52,0.02
epi_s185,24,0.11875000000000001,False,Patient52,0.02
epi_s186,13,0.641,False,Patient52,0.02
epi_s187,14,0.83175,False,Patient52,0.02
epi_s188,27,0.521,False,Patient52,0.02
epi_s189,14,0.40975,False,Patient52,0.02
epi_s19,19,0.496,False,Patient52,0.02
epi_s190,16,0.5660000000000001,False,Patient52,0.02
epi_s191,4,0.864,False,Patient52,0.02
epi_s192,36,0.195,False,Patient52,0.02
epi_s193,15,0.248,False,Patient52,0.02
epi_s194,7,0.48,False,Patient52,0.02
epi_s195,18,0.218,False,Patient52,0.02
epi_s196,17,0.687,False,Patient52,0.02
epi_s197,32,0.1905,False,Patient52,0.02
epi_s198,28,0.79525,False,Patient52,0.02
epi_s199,34,0.3885,False,Patient52,0.02
epi_s2,34,0.175,False,Patient52,0.02
epi_s20,18,0.63625,False,Patient52,0.02
epi_s200,16,0.9782500000000001,True,Patient52,0.02
epi_s201,21,0.3785,False,Patient52,0.02
epi_s202,18,0.446,False,Patient52,0.02
epi_s203,11,0.559,False,Patient52,0.02
epi_s204,11,0.675,False,Patient52,0.02
epi_s205,10,0.78825,False,Patient52,0.02
epi_s206,51,0.095,False,Patient52,0.02
epi_s207,21,0.3075,False,Patient52,0.02
epi_s208,36,0.058249999999999996,False,Patient52,0.02
epi_s209,14,0.42600000000000005,False,Patient52,0.02
epi_s21,22,0.59275,False,Patient52,0.02
epi_s210,29,0.474,False,Patient52,0.02
epi_s211,25,0.7645,False,Patient52,0.02
epi_s212,16,0.776,False,Patient52,0.02
epi_s213,9,0.559,False,Patient52,0.02
epi_s214,15,0.365,False,Patient52,0.02
epi_s215,8,0.702,False,Patient52,0.02
epi_s216,33,0.717,False,Patient52,0.02
epi_s217,12,0.87375,False,Patient52,0.02
epi_s218,40,0.122,False,Patient52,0.02
epi_s219,25,0.736,False,Patient52,0.02
epi_s22,21,0.5895,False,Patient52,0.02
epi_s220,33,0.608,False,Patient52,0.02
epi_s221,24,0.841,False,Patient52,0.02
epi_s222,12,0.625,False,Patient52,0.02
epi_s223,28,0.16549999999999998,False,Patient52,0.02
epi_s224,16,0.44875,False,Patient52,0.02
epi_s225,17,0.4985,False,Patient52,0.02
epi_s226,19,0.274,False,Patient52,0.02
epi_s227,25,0.3735,False,Patient52,0.02
epi_s228,16,0.28300000000000003,False,Patient52,0.02
epi_s229,24,0.14700000000000002,False,Patient52,0.02
epi_s23,23,0.517,False,Patient52,0.02
epi_s230,25,0.2355,False,Patient52,0.02
epi_s231,4,0.96175,True,Patient52,0.02
epi_s232,15,0.3025,False,Patient52,0.02
epi_s233,95,0.3345,False,Patient52,0.02
epi_s234,20,0.5860000000000001,False,Patient52,0.02
epi_s235,14,0.56025,False,Patient52,0.02
epi_s236,17,0.401,False,Patient52,0.02
epi_s237,25,0.858,False,Patient52,0.02
epi_s238,22,0.7622500000000001,False,Patient52,0.02
epi_s239,18,0.6265000000000001,False,Patient52,0.02
epi_s24,38,0.07225000000000001,False,Patient52,0.02
epi_s240,68,0.0975,False,Patient52,0.02
epi_s241,1,0.523,False,Patient52,0.02
epi_s242,3,0.285,False,Patient52,0.02
epi_s243,11,0.719,False,Patient52,0.02
epi_s244,19,0.211,False,Patient52,0.02
epi_s245,28,0.235,False,Patient52,0.02
epi_s246,15,0.4135,False,Patient52,0.02
epi_s247,14,0.41425,False,Patient52,0.02
epi_s248,3,0.101,False,Patient52,0.02
epi_s249,16,0.614,False,Patient52,0.02
epi_s25,9,0.8615,False,Patient52,0.02
epi_s250,21,0.3535,False,Patient52,0.02
epi_s251,20,0.4175,False,Patient52,0.02
epi_s252,9,0.3115,False,Patient52,0.02
epi_s253,7,0.7225,False,Patient52,0.02
epi_s254,36,0.4465,False,Patient52,0.02
epi_s255,14,0.63,False,Patient52,0.02
epi_s256,11,0.798,False,Patient52,0.02
epi_s257,29,0.14,False,Patient52,0.02
epi_s258,31,0.2885,False,Patient52,0.02
epi_s259,28,0.54825,False,Patient52,0.02
epi_s26,24,0.49,False,Patient52,0.02
epi_s260,21,0.854,False,Patient52,0.02
epi_s261,16,0.47175,False,Patient52,0.02
epi_s262,17,0.436,False,Patient52,0.02
epi_s263,37,0.229,False,Patient52,0.02
epi_s264,17,0.625,False,Patient52,0.02
epi_s265,16,0.4245,False,Patient52,0.02
epi_s266,2,0.706,False,Patient52,0.02
epi_s267,11,0.8805,False,Patient52,0.02
epi_s268,25,0.4345,False,Patient52,0.02
epi_s269,28,0.27375,False,Patient52,0.02
epi_s27,54,0.1345,False,Patient52,0.02
epi_s270,22,0.513,False,Patient52,0.02
epi_s271,16,0.14825,False,Patient52,0.02
epi_s272,11,0.598,False,Patient52,0.02
epi_s273,3,0.798,False,Patient52,0.02
epi_s274,22,0.34375,False,Patient52,0.02
epi_s275,21,0.4125,False,Patient52,0.02
epi_s276,14,0.69675,False,Patient52,0.02
epi_s277,15,0.2355,False,Patient52,0.02
epi_s278,6,0.5125,False,Patient52,0.02
epi_s279,26,0.54375,False,Patient52,0.02
epi_s28,14,0.50325,False,Patient52,0.02
epi_s280,8,0.616,False,Patient52,0.02
epi_s281,22,0.46625,False,Patient52,0.02
epi_s282,42,0.404,False,Patient52,0.02
epi_s283,23,0.4625,False,Patient52,0.02
epi_s284,17,0.6625,False,Patient52,0.02
epi_s285,25,0.3865,False,Patient52,0.02
epi_s286,9,0.558,False,Patient52,0.02
epi_s287,38,0.68775,False,Patient52,0.02
epi_s288,17,0.521,False,Patient52,0.02
epi_s289,27,0.591,False,Patient52,0.02
epi_s29,22,0.25125,False,Patient52,0.02
epi_s290,24,0.23425,False,Patient52,0.02
epi_s291,8,0.2205,False,Patient52,0.02
epi_s292,20,0.4065,False,Patient52,0.02
epi_s293,13,0.11,False,Patient52,0.02
epi_s294,76,0.0655,False,Patient52,0.02
epi_s295,17,0.607,False,Patient52,0.02
epi_s296,15,0.5585,False,Patient52,0.02
epi_s297,2,0.5852499999999999,False,Patient52,0.02
epi_s298,26,0.5775,False,Patient52,0.02
epi_s299,19,0.3615,False,Patient52,0.02
epi_s3,7,0.8115,False,Patient52,0.02
epi_s30,23,0.2425,False,Patient52,0.02
epi_s300,10,0.57725,False,Patient52,0.02
epi_s301,1,0.75,False,Patient52,0.02
epi_s302,18,0.38,False,Patient52,0.02
epi_s303,11,0.6735,False,Patient52,0.02
epi_s304,40,0.297,False,Patient52,0.02
epi_s305,4,0.5845,False,Patient52,0.02
epi_s306,35,0.3705,False,Patient52,0.02
epi_s307,19,0.688,False,Patient52,0.02
epi_s308,19,0.7565,False,Patient52,0.02
epi_s309,17,0.398,False,Patient52,0.02
epi_s31,37,0.0855,False,Patient52,0.02
epi_s310,21,0.3515,False,Patient52,0.02
epi_s311,17,0.148,False,Patient52,0.02
epi_s312,6,0.5327500000000001,False,Patient52,0.02
epi_s313,22,0.702,False,Patient52,0.02
epi_s314,25,0.37,False,Patient52,0.02
epi_s315,17,0.5375,False,Patient52,0.02
epi_s316,37,0.1685,False,Patient52,0.02
epi_s317,13,0.6945,False,Patient52,0.02
epi_s318,11,0.369,False,Patient52,0.02
epi_s319,6,0.485,False,Patient52,0.02
epi_s32,21,0.695,False,Patient52,0.02
epi_s320,62,0.0555,False,Patient52,0.02
epi_s321,5,0.461,False,Patient52,0.02
epi_s322,13,0.5885,False,Patient52,0.02
epi_s323,11,0.497,False,Patient52,0.02
epi_s324,28,0.5145,False,Patient52,0.02
epi_s325,28,0.5429999999999999,False,Patient52,0.02
epi_s326,4,0.6395,False,Patient52,0.02
epi_s327,22,0.39949999999999997,False,Patient52,0.02
epi_s328,9,0.9225,True,Patient52,0.02
epi_s329,14,0.888,False,Patient52,0.02
epi_s33,50,0.655,False,Patient52,0.02
epi_s330,10,0.6485,False,Patient52,0.02
epi_s331,17,0.331,False,Patient52,0.02
epi_s332,4,0.8855,False,Patient52,0.02
epi_s333,8,0.6045,False,Patient52,0.02
epi_s334,10,0.27025,False,Patient52,0.02
epi_s335,12,0.658,False,Patient52,0.02
epi_s336,9,0.686,False,Patient52,0.02
epi_s337,6,0.71,False,Patient52,0.02
epi_s338,25,0.482,False,Patient52,0.02
epi_s339,3,0.4355,False,Patient52,0.02
epi_s34,44,0.74575,False,Patient52,0.02
epi_s340,6,0.753,False,Patient52,0.02
epi_s341,38,0.07175,False,Patient52,0.02
epi_s342,1,0.411,False,Patient52,0.02
epi_s343,5,0.7225,False,Patient52,0.02
epi_s344,1,0.6955,False,Patient52,0.02
epi_s345,6,0.4495,False,Patient52,0.02
epi_s346,58,0.06,False,Patient52,0.02
epi_s347,12,0.9045000000000001,True,Patient52,0.02
epi_s348,10,0.5707500000000001,False,Patient52,0.02
epi_s349,4,0.5952500000000001,False,Patient52,0.02
epi_s35,17,0.73,False,Patient52,0.02
epi_s350,10,0.23675000000000002,False,Patient52,0.02
epi_s351,33,0.158,False,Patient52,0.02
epi_s352,3,0.347,False,Patient52,0.02
epi_s353,16,0.41475,False,Patient52,0.02
epi_s354,24,0.6719999999999999,False,Patient52,0.02
epi_s355,8,0.3785,False,Patient52,0.02
epi_s356,6,0.53125,False,Patient52,0.02
epi_s357,1,0.8485,False,Patient52,0.02
epi_s358,7,0.2545,False,Patient52,0.02
epi_s359,12,0.6134999999999999,False,Patient52,0.02
epi_s36,18,0.4255,False,Patient52,0.02
epi_s360,14,0.235,False,Patient52,0.02
epi_s361,21,0.277,False,Patient52,0.02
epi_s362,8,0.39325,False,Patient52,0.02
epi_s363,24,0.3115,False,Patient52,0.02
epi_s364,5,0.583,False,Patient52,0.02
epi_s365,12,0.1545,False,Patient52,0.02
epi_s366,25,0.445,False,Patient52,0.02
epi_s367,15,0.392,False,Patient52,0.02
epi_s368,10,0.4825,False,Patient52,0.02
epi_s369,7,0.498,False,Patient52,0.02
epi_s37,30,0.22525,False,Patient52,0.02
epi_s370,6,0.7324999999999999,False,Patient52,0.02
epi_s371,16,0.29425,False,Patient52,0.02
epi_s372,12,0.31375,False,Patient52,0.02
